Training loss=2.050951
Validation loss=2.626136
Min Validation loss=2.602863
Iteration of min validation loss=3380

Iterations trained=3743
Duration=642:20

Number of training examples=2925
Number of validation examples=100

Batch size=10
Learning rate=0.001000
Number of input (T)=80

Number of hidden layers=2
Number of hidden units per year=300

Iter=1, Training Loss=7.611105, Validation Loss=7.687644, Time Elapsed=00:07
Iter=576, Training Loss=3.642237, Validation Loss=3.947677, Time Elapsed=21:04
Iter=577, Training Loss=3.909874, Validation Loss=3.947677, Time Elapsed=21:06
Iter=578, Training Loss=3.557923, Validation Loss=3.947677, Time Elapsed=21:08
Iter=579, Training Loss=3.631415, Validation Loss=3.947677, Time Elapsed=21:10
Iter=580, Training Loss=3.328390, Validation Loss=3.947677, Time Elapsed=21:12
Iter=581, Training Loss=3.514015, Validation Loss=3.955206, Time Elapsed=21:16
Iter=582, Training Loss=3.795512, Validation Loss=3.955206, Time Elapsed=21:18
Iter=583, Training Loss=3.657794, Validation Loss=3.955206, Time Elapsed=21:20
Iter=584, Training Loss=3.793104, Validation Loss=3.955206, Time Elapsed=21:22
Iter=585, Training Loss=4.065658, Validation Loss=3.955206, Time Elapsed=21:24
Iter=586, Training Loss=4.207869, Validation Loss=3.955206, Time Elapsed=21:26
Iter=587, Training Loss=3.660767, Validation Loss=3.955206, Time Elapsed=21:28
Iter=588, Training Loss=3.750516, Validation Loss=3.955206, Time Elapsed=21:30
Iter=589, Training Loss=3.672252, Validation Loss=3.955206, Time Elapsed=21:32
Iter=590, Training Loss=3.982443, Validation Loss=3.955206, Time Elapsed=21:34
Iter=591, Training Loss=3.483985, Validation Loss=3.769678, Time Elapsed=21:38
Iter=592, Training Loss=3.631985, Validation Loss=3.769678, Time Elapsed=21:40
Iter=593, Training Loss=4.092259, Validation Loss=3.769678, Time Elapsed=21:42
Iter=594, Training Loss=3.623248, Validation Loss=3.769678, Time Elapsed=21:44
Iter=595, Training Loss=3.704150, Validation Loss=3.769678, Time Elapsed=21:46
Iter=596, Training Loss=3.664846, Validation Loss=3.769678, Time Elapsed=21:48
Iter=597, Training Loss=3.632405, Validation Loss=3.769678, Time Elapsed=21:50
Iter=598, Training Loss=3.530065, Validation Loss=3.769678, Time Elapsed=21:52
Iter=599, Training Loss=3.644290, Validation Loss=3.769678, Time Elapsed=21:54
Iter=600, Training Loss=3.874032, Validation Loss=3.769678, Time Elapsed=21:55
Iter=601, Training Loss=3.722175, Validation Loss=3.798984, Time Elapsed=22:00
Iter=602, Training Loss=3.520072, Validation Loss=3.798984, Time Elapsed=22:02
Iter=603, Training Loss=3.597838, Validation Loss=3.798984, Time Elapsed=22:04
Iter=604, Training Loss=3.399536, Validation Loss=3.798984, Time Elapsed=22:06
Iter=605, Training Loss=3.326798, Validation Loss=3.798984, Time Elapsed=22:08
Iter=606, Training Loss=3.590171, Validation Loss=3.798984, Time Elapsed=22:10
Iter=607, Training Loss=3.942591, Validation Loss=3.798984, Time Elapsed=22:12
Iter=608, Training Loss=3.562935, Validation Loss=3.798984, Time Elapsed=22:13
Iter=609, Training Loss=3.508434, Validation Loss=3.798984, Time Elapsed=22:15
Iter=610, Training Loss=3.485205, Validation Loss=3.798984, Time Elapsed=22:17
Iter=611, Training Loss=3.410559, Validation Loss=3.688523, Time Elapsed=22:22
Iter=612, Training Loss=3.851238, Validation Loss=3.688523, Time Elapsed=22:24
Iter=613, Training Loss=3.468118, Validation Loss=3.688523, Time Elapsed=22:26
Iter=614, Training Loss=3.267368, Validation Loss=3.688523, Time Elapsed=22:28
Iter=615, Training Loss=3.528098, Validation Loss=3.688523, Time Elapsed=22:29
Iter=616, Training Loss=3.150963, Validation Loss=3.688523, Time Elapsed=22:31
Iter=617, Training Loss=3.892612, Validation Loss=3.688523, Time Elapsed=22:33
Iter=618, Training Loss=4.336580, Validation Loss=3.688523, Time Elapsed=22:35
Iter=619, Training Loss=3.661843, Validation Loss=3.688523, Time Elapsed=22:37
Iter=620, Training Loss=3.307633, Validation Loss=3.688523, Time Elapsed=22:39
Iter=621, Training Loss=3.768195, Validation Loss=3.696404, Time Elapsed=22:44
Iter=622, Training Loss=3.856427, Validation Loss=3.696404, Time Elapsed=22:46
Iter=623, Training Loss=4.010884, Validation Loss=3.696404, Time Elapsed=22:47
Iter=624, Training Loss=3.607722, Validation Loss=3.696404, Time Elapsed=22:49
Iter=625, Training Loss=3.605640, Validation Loss=3.696404, Time Elapsed=22:51
Iter=626, Training Loss=3.640930, Validation Loss=3.696404, Time Elapsed=22:53
Iter=627, Training Loss=3.878665, Validation Loss=3.696404, Time Elapsed=22:55
Iter=628, Training Loss=3.464258, Validation Loss=3.696404, Time Elapsed=22:57
Iter=629, Training Loss=3.441133, Validation Loss=3.696404, Time Elapsed=22:59
Iter=630, Training Loss=3.783054, Validation Loss=3.696404, Time Elapsed=23:01
Iter=631, Training Loss=3.316508, Validation Loss=3.772951, Time Elapsed=23:06
Iter=632, Training Loss=3.672770, Validation Loss=3.772951, Time Elapsed=23:07
Iter=633, Training Loss=3.492412, Validation Loss=3.772951, Time Elapsed=23:09
Iter=634, Training Loss=3.861768, Validation Loss=3.772951, Time Elapsed=23:11
Iter=635, Training Loss=3.047956, Validation Loss=3.772951, Time Elapsed=23:13
Iter=636, Training Loss=3.299484, Validation Loss=3.772951, Time Elapsed=23:15
Iter=637, Training Loss=3.867681, Validation Loss=3.772951, Time Elapsed=23:17
Iter=638, Training Loss=3.772371, Validation Loss=3.772951, Time Elapsed=23:19
Iter=639, Training Loss=3.467314, Validation Loss=3.772951, Time Elapsed=23:21
Iter=640, Training Loss=3.141052, Validation Loss=3.772951, Time Elapsed=23:23
Iter=641, Training Loss=3.800124, Validation Loss=3.756320, Time Elapsed=23:28
Iter=642, Training Loss=3.453558, Validation Loss=3.756320, Time Elapsed=23:29
Iter=643, Training Loss=3.534672, Validation Loss=3.756320, Time Elapsed=23:31
Iter=644, Training Loss=3.516083, Validation Loss=3.756320, Time Elapsed=23:33
Iter=645, Training Loss=3.584646, Validation Loss=3.756320, Time Elapsed=23:35
Iter=646, Training Loss=3.469522, Validation Loss=3.756320, Time Elapsed=23:37
Iter=647, Training Loss=3.801097, Validation Loss=3.756320, Time Elapsed=23:39
Iter=648, Training Loss=3.744008, Validation Loss=3.756320, Time Elapsed=23:41
Iter=649, Training Loss=3.865880, Validation Loss=3.756320, Time Elapsed=23:43
Iter=650, Training Loss=3.502980, Validation Loss=3.756320, Time Elapsed=23:45
Iter=651, Training Loss=3.784801, Validation Loss=3.842911, Time Elapsed=23:50
Iter=652, Training Loss=3.444178, Validation Loss=3.842911, Time Elapsed=23:51
Iter=653, Training Loss=3.594577, Validation Loss=3.842911, Time Elapsed=23:53
Iter=654, Training Loss=3.622945, Validation Loss=3.842911, Time Elapsed=23:55
Iter=655, Training Loss=3.599793, Validation Loss=3.842911, Time Elapsed=23:57
Iter=656, Training Loss=3.483435, Validation Loss=3.842911, Time Elapsed=23:59
Iter=657, Training Loss=3.741099, Validation Loss=3.842911, Time Elapsed=24:01
Iter=658, Training Loss=3.191420, Validation Loss=3.842911, Time Elapsed=24:03
Iter=659, Training Loss=3.319863, Validation Loss=3.842911, Time Elapsed=24:05
Iter=660, Training Loss=3.900601, Validation Loss=3.842911, Time Elapsed=24:07
Iter=661, Training Loss=3.345110, Validation Loss=3.941875, Time Elapsed=24:12
Iter=662, Training Loss=3.508081, Validation Loss=3.941875, Time Elapsed=24:13
Iter=663, Training Loss=3.833840, Validation Loss=3.941875, Time Elapsed=24:15
Iter=664, Training Loss=3.628483, Validation Loss=3.941875, Time Elapsed=24:17
Iter=665, Training Loss=3.466991, Validation Loss=3.941875, Time Elapsed=24:19
Iter=666, Training Loss=3.330709, Validation Loss=3.941875, Time Elapsed=24:21
Iter=667, Training Loss=3.816110, Validation Loss=3.941875, Time Elapsed=24:23
Iter=668, Training Loss=3.866439, Validation Loss=3.941875, Time Elapsed=24:25
Iter=669, Training Loss=3.617682, Validation Loss=3.941875, Time Elapsed=24:27
Iter=670, Training Loss=3.385547, Validation Loss=3.941875, Time Elapsed=24:29
Iter=671, Training Loss=4.298385, Validation Loss=3.515339, Time Elapsed=24:33
Iter=672, Training Loss=3.488898, Validation Loss=3.515339, Time Elapsed=24:35
Iter=673, Training Loss=3.738194, Validation Loss=3.515339, Time Elapsed=24:37
Iter=674, Training Loss=3.698073, Validation Loss=3.515339, Time Elapsed=24:39
Iter=675, Training Loss=3.839629, Validation Loss=3.515339, Time Elapsed=24:41
Iter=676, Training Loss=3.298026, Validation Loss=3.515339, Time Elapsed=24:43
Iter=677, Training Loss=3.643951, Validation Loss=3.515339, Time Elapsed=24:45
Iter=678, Training Loss=3.207676, Validation Loss=3.515339, Time Elapsed=24:47
Iter=679, Training Loss=3.421666, Validation Loss=3.515339, Time Elapsed=24:49
Iter=680, Training Loss=3.516501, Validation Loss=3.515339, Time Elapsed=24:51
Iter=681, Training Loss=3.197687, Validation Loss=3.798807, Time Elapsed=24:55
Iter=682, Training Loss=3.073282, Validation Loss=3.798807, Time Elapsed=24:57
Iter=683, Training Loss=2.940920, Validation Loss=3.798807, Time Elapsed=24:59
Iter=684, Training Loss=3.503340, Validation Loss=3.798807, Time Elapsed=25:01
Iter=685, Training Loss=3.784588, Validation Loss=3.798807, Time Elapsed=25:03
Iter=686, Training Loss=3.602032, Validation Loss=3.798807, Time Elapsed=25:05
Iter=687, Training Loss=3.748558, Validation Loss=3.798807, Time Elapsed=25:07
Iter=688, Training Loss=3.475226, Validation Loss=3.798807, Time Elapsed=25:09
Iter=689, Training Loss=3.911590, Validation Loss=3.798807, Time Elapsed=25:11
Iter=690, Training Loss=3.452042, Validation Loss=3.798807, Time Elapsed=25:13
Iter=691, Training Loss=3.539362, Validation Loss=3.611827, Time Elapsed=25:17
Iter=692, Training Loss=3.797501, Validation Loss=3.611827, Time Elapsed=25:19
Iter=693, Training Loss=4.003467, Validation Loss=3.611827, Time Elapsed=25:21
Iter=694, Training Loss=3.433494, Validation Loss=3.611827, Time Elapsed=25:23
Iter=695, Training Loss=3.566600, Validation Loss=3.611827, Time Elapsed=25:25
Iter=696, Training Loss=3.516488, Validation Loss=3.611827, Time Elapsed=25:27
Iter=697, Training Loss=3.202855, Validation Loss=3.611827, Time Elapsed=25:29
Iter=698, Training Loss=3.785731, Validation Loss=3.611827, Time Elapsed=25:31
Iter=699, Training Loss=3.382995, Validation Loss=3.611827, Time Elapsed=25:33
Iter=700, Training Loss=3.395254, Validation Loss=3.611827, Time Elapsed=25:35
Iter=701, Training Loss=3.776810, Validation Loss=3.640903, Time Elapsed=25:39
Iter=702, Training Loss=3.537958, Validation Loss=3.640903, Time Elapsed=25:41
Iter=703, Training Loss=3.357181, Validation Loss=3.640903, Time Elapsed=25:43
Iter=704, Training Loss=3.174864, Validation Loss=3.640903, Time Elapsed=25:45
Iter=705, Training Loss=3.958933, Validation Loss=3.640903, Time Elapsed=25:47
Iter=706, Training Loss=3.572957, Validation Loss=3.640903, Time Elapsed=25:49
Iter=707, Training Loss=3.306214, Validation Loss=3.640903, Time Elapsed=25:51
Iter=708, Training Loss=3.503535, Validation Loss=3.640903, Time Elapsed=25:53
Iter=709, Training Loss=3.547619, Validation Loss=3.640903, Time Elapsed=25:55
Iter=710, Training Loss=3.352557, Validation Loss=3.640903, Time Elapsed=25:57
Iter=711, Training Loss=3.293915, Validation Loss=3.657414, Time Elapsed=26:01
Iter=712, Training Loss=3.607025, Validation Loss=3.657414, Time Elapsed=26:03
Iter=713, Training Loss=3.324282, Validation Loss=3.657414, Time Elapsed=26:05
Iter=714, Training Loss=3.376044, Validation Loss=3.657414, Time Elapsed=26:07
Iter=715, Training Loss=3.043120, Validation Loss=3.657414, Time Elapsed=26:09
Iter=716, Training Loss=3.402248, Validation Loss=3.657414, Time Elapsed=26:11
Iter=717, Training Loss=3.241454, Validation Loss=3.657414, Time Elapsed=26:13
Iter=718, Training Loss=3.183484, Validation Loss=3.657414, Time Elapsed=26:15
Iter=719, Training Loss=3.667528, Validation Loss=3.657414, Time Elapsed=26:16
Iter=720, Training Loss=3.501213, Validation Loss=3.657414, Time Elapsed=26:18
Iter=721, Training Loss=3.454215, Validation Loss=3.476156, Time Elapsed=386:26
Iter=722, Training Loss=3.542319, Validation Loss=3.476156, Time Elapsed=386:27
Iter=723, Training Loss=3.403623, Validation Loss=3.476156, Time Elapsed=386:29
Iter=724, Training Loss=3.387240, Validation Loss=3.476156, Time Elapsed=559:52
Iter=725, Training Loss=3.420401, Validation Loss=3.476156, Time Elapsed=559:54
Iter=726, Training Loss=3.364476, Validation Loss=3.476156, Time Elapsed=559:56
Iter=727, Training Loss=3.727162, Validation Loss=3.476156, Time Elapsed=559:57
Iter=728, Training Loss=3.175150, Validation Loss=3.476156, Time Elapsed=559:59
Iter=729, Training Loss=3.402370, Validation Loss=3.476156, Time Elapsed=560:00
Iter=730, Training Loss=3.589647, Validation Loss=3.476156, Time Elapsed=560:02
Iter=731, Training Loss=3.800098, Validation Loss=3.621944, Time Elapsed=560:05
Iter=732, Training Loss=3.367528, Validation Loss=3.621944, Time Elapsed=560:07
Iter=733, Training Loss=3.266628, Validation Loss=3.621944, Time Elapsed=560:08
Iter=734, Training Loss=3.468196, Validation Loss=3.621944, Time Elapsed=560:10
Iter=735, Training Loss=3.488791, Validation Loss=3.621944, Time Elapsed=560:11
Iter=736, Training Loss=3.256789, Validation Loss=3.621944, Time Elapsed=560:13
Iter=737, Training Loss=3.128437, Validation Loss=3.621944, Time Elapsed=560:15
Iter=738, Training Loss=3.384406, Validation Loss=3.621944, Time Elapsed=560:16
Iter=739, Training Loss=3.380897, Validation Loss=3.621944, Time Elapsed=560:18
Iter=740, Training Loss=3.534124, Validation Loss=3.621944, Time Elapsed=560:19
Iter=741, Training Loss=2.839943, Validation Loss=3.542621, Time Elapsed=560:22
Iter=742, Training Loss=3.432939, Validation Loss=3.542621, Time Elapsed=560:23
Iter=743, Training Loss=3.852654, Validation Loss=3.542621, Time Elapsed=560:24
Iter=744, Training Loss=3.799896, Validation Loss=3.542621, Time Elapsed=560:25
Iter=745, Training Loss=4.134038, Validation Loss=3.542621, Time Elapsed=560:26
Iter=746, Training Loss=3.121453, Validation Loss=3.542621, Time Elapsed=560:28
Iter=747, Training Loss=3.007279, Validation Loss=3.542621, Time Elapsed=560:29
Iter=748, Training Loss=3.102252, Validation Loss=3.542621, Time Elapsed=560:30
Iter=749, Training Loss=3.385827, Validation Loss=3.542621, Time Elapsed=560:31
Iter=750, Training Loss=3.038148, Validation Loss=3.542621, Time Elapsed=560:32
Iter=751, Training Loss=3.716909, Validation Loss=3.371994, Time Elapsed=560:35
Iter=752, Training Loss=3.003409, Validation Loss=3.371994, Time Elapsed=560:36
Iter=753, Training Loss=3.507625, Validation Loss=3.371994, Time Elapsed=560:38
Iter=754, Training Loss=3.129703, Validation Loss=3.371994, Time Elapsed=560:39
Iter=755, Training Loss=3.189849, Validation Loss=3.371994, Time Elapsed=560:40
Iter=756, Training Loss=3.360096, Validation Loss=3.371994, Time Elapsed=560:42
Iter=757, Training Loss=3.441152, Validation Loss=3.371994, Time Elapsed=560:43
Iter=758, Training Loss=2.902753, Validation Loss=3.371994, Time Elapsed=560:44
Iter=759, Training Loss=3.084013, Validation Loss=3.371994, Time Elapsed=560:45
Iter=760, Training Loss=3.509953, Validation Loss=3.371994, Time Elapsed=560:46
Iter=761, Training Loss=3.578422, Validation Loss=3.535757, Time Elapsed=560:48
Iter=762, Training Loss=2.926473, Validation Loss=3.535757, Time Elapsed=560:49
Iter=763, Training Loss=3.493694, Validation Loss=3.535757, Time Elapsed=560:51
Iter=764, Training Loss=3.390669, Validation Loss=3.535757, Time Elapsed=560:52
Iter=765, Training Loss=3.309833, Validation Loss=3.535757, Time Elapsed=560:53
Iter=766, Training Loss=3.070907, Validation Loss=3.535757, Time Elapsed=560:54
Iter=767, Training Loss=3.531853, Validation Loss=3.535757, Time Elapsed=560:55
Iter=768, Training Loss=3.289099, Validation Loss=3.535757, Time Elapsed=560:56
Iter=769, Training Loss=3.471772, Validation Loss=3.535757, Time Elapsed=560:57
Iter=770, Training Loss=3.382709, Validation Loss=3.535757, Time Elapsed=560:58
Iter=771, Training Loss=3.468719, Validation Loss=3.602032, Time Elapsed=561:00
Iter=772, Training Loss=3.809350, Validation Loss=3.602032, Time Elapsed=561:01
Iter=773, Training Loss=3.483974, Validation Loss=3.602032, Time Elapsed=561:02
Iter=774, Training Loss=3.040403, Validation Loss=3.602032, Time Elapsed=561:03
Iter=775, Training Loss=2.943615, Validation Loss=3.602032, Time Elapsed=561:04
Iter=776, Training Loss=3.859668, Validation Loss=3.602032, Time Elapsed=561:05
Iter=777, Training Loss=3.008602, Validation Loss=3.602032, Time Elapsed=561:06
Iter=778, Training Loss=2.882915, Validation Loss=3.602032, Time Elapsed=561:07
Iter=779, Training Loss=3.373850, Validation Loss=3.602032, Time Elapsed=561:08
Iter=780, Training Loss=3.458200, Validation Loss=3.602032, Time Elapsed=561:09
Iter=781, Training Loss=3.393373, Validation Loss=3.622960, Time Elapsed=561:11
Iter=782, Training Loss=3.347258, Validation Loss=3.622960, Time Elapsed=561:12
Iter=783, Training Loss=3.077621, Validation Loss=3.622960, Time Elapsed=561:13
Iter=784, Training Loss=3.209760, Validation Loss=3.622960, Time Elapsed=561:14
Iter=785, Training Loss=3.605111, Validation Loss=3.622960, Time Elapsed=561:15
Iter=786, Training Loss=3.514455, Validation Loss=3.622960, Time Elapsed=561:16
Iter=787, Training Loss=3.467713, Validation Loss=3.622960, Time Elapsed=561:17
Iter=788, Training Loss=3.041569, Validation Loss=3.622960, Time Elapsed=561:18
Iter=789, Training Loss=3.373363, Validation Loss=3.622960, Time Elapsed=561:19
Iter=790, Training Loss=3.467356, Validation Loss=3.622960, Time Elapsed=561:20
Iter=791, Training Loss=3.540513, Validation Loss=3.560021, Time Elapsed=561:22
Iter=792, Training Loss=3.490518, Validation Loss=3.560021, Time Elapsed=561:23
Iter=793, Training Loss=3.096385, Validation Loss=3.560021, Time Elapsed=561:25
Iter=794, Training Loss=3.441628, Validation Loss=3.560021, Time Elapsed=561:27
Iter=795, Training Loss=3.155582, Validation Loss=3.560021, Time Elapsed=561:29
Iter=796, Training Loss=3.539533, Validation Loss=3.560021, Time Elapsed=561:30
Iter=797, Training Loss=3.169629, Validation Loss=3.560021, Time Elapsed=561:32
Iter=798, Training Loss=3.206866, Validation Loss=3.560021, Time Elapsed=561:34
Iter=799, Training Loss=3.123376, Validation Loss=3.560021, Time Elapsed=561:36
Iter=800, Training Loss=3.255905, Validation Loss=3.560021, Time Elapsed=561:37
Iter=801, Training Loss=3.667892, Validation Loss=3.561116, Time Elapsed=561:42
Iter=802, Training Loss=3.075642, Validation Loss=3.561116, Time Elapsed=561:44
Iter=803, Training Loss=2.897148, Validation Loss=3.561116, Time Elapsed=561:46
Iter=804, Training Loss=3.560380, Validation Loss=3.561116, Time Elapsed=561:47
Iter=805, Training Loss=3.590321, Validation Loss=3.561116, Time Elapsed=561:49
Iter=806, Training Loss=3.204294, Validation Loss=3.561116, Time Elapsed=561:51
Iter=807, Training Loss=3.093468, Validation Loss=3.561116, Time Elapsed=561:53
Iter=808, Training Loss=3.672763, Validation Loss=3.561116, Time Elapsed=561:55
Iter=809, Training Loss=3.350083, Validation Loss=3.561116, Time Elapsed=561:57
Iter=810, Training Loss=3.382640, Validation Loss=3.561116, Time Elapsed=561:58
Iter=811, Training Loss=3.013783, Validation Loss=3.447224, Time Elapsed=562:03
Iter=812, Training Loss=3.570027, Validation Loss=3.447224, Time Elapsed=562:05
Iter=813, Training Loss=3.043088, Validation Loss=3.447224, Time Elapsed=562:06
Iter=814, Training Loss=3.336709, Validation Loss=3.447224, Time Elapsed=562:08
Iter=815, Training Loss=3.291162, Validation Loss=3.447224, Time Elapsed=562:10
Iter=816, Training Loss=3.446333, Validation Loss=3.447224, Time Elapsed=562:12
Iter=817, Training Loss=3.202501, Validation Loss=3.447224, Time Elapsed=562:14
Iter=818, Training Loss=3.264968, Validation Loss=3.447224, Time Elapsed=562:15
Iter=819, Training Loss=3.772228, Validation Loss=3.447224, Time Elapsed=562:17
Iter=820, Training Loss=3.183956, Validation Loss=3.447224, Time Elapsed=562:19
Iter=821, Training Loss=3.393214, Validation Loss=3.485958, Time Elapsed=562:24
Iter=822, Training Loss=2.694095, Validation Loss=3.485958, Time Elapsed=562:26
Iter=823, Training Loss=3.081722, Validation Loss=3.485958, Time Elapsed=562:28
Iter=824, Training Loss=2.991632, Validation Loss=3.485958, Time Elapsed=562:30
Iter=825, Training Loss=3.106236, Validation Loss=3.485958, Time Elapsed=562:31
Iter=826, Training Loss=3.235949, Validation Loss=3.485958, Time Elapsed=562:33
Iter=827, Training Loss=3.219217, Validation Loss=3.485958, Time Elapsed=562:35
Iter=828, Training Loss=3.725525, Validation Loss=3.485958, Time Elapsed=562:37
Iter=829, Training Loss=2.686596, Validation Loss=3.485958, Time Elapsed=562:39
Iter=830, Training Loss=3.206044, Validation Loss=3.485958, Time Elapsed=562:41
Iter=831, Training Loss=3.096477, Validation Loss=3.520615, Time Elapsed=562:45
Iter=832, Training Loss=3.478535, Validation Loss=3.520615, Time Elapsed=562:47
Iter=833, Training Loss=3.107103, Validation Loss=3.520615, Time Elapsed=562:49
Iter=834, Training Loss=3.628347, Validation Loss=3.520615, Time Elapsed=562:51
Iter=835, Training Loss=3.217341, Validation Loss=3.520615, Time Elapsed=562:53
Iter=836, Training Loss=3.392856, Validation Loss=3.520615, Time Elapsed=562:55
Iter=837, Training Loss=2.987483, Validation Loss=3.520615, Time Elapsed=562:57
Iter=838, Training Loss=3.359926, Validation Loss=3.520615, Time Elapsed=562:59
Iter=839, Training Loss=3.338845, Validation Loss=3.520615, Time Elapsed=563:01
Iter=840, Training Loss=3.483079, Validation Loss=3.520615, Time Elapsed=563:02
Iter=841, Training Loss=3.103113, Validation Loss=3.399431, Time Elapsed=563:07
Iter=842, Training Loss=3.278658, Validation Loss=3.399431, Time Elapsed=563:09
Iter=843, Training Loss=3.399674, Validation Loss=3.399431, Time Elapsed=563:11
Iter=844, Training Loss=3.513815, Validation Loss=3.399431, Time Elapsed=563:13
Iter=845, Training Loss=3.188083, Validation Loss=3.399431, Time Elapsed=563:15
Iter=846, Training Loss=3.363383, Validation Loss=3.399431, Time Elapsed=563:17
Iter=847, Training Loss=2.754205, Validation Loss=3.399431, Time Elapsed=563:18
Iter=848, Training Loss=3.317957, Validation Loss=3.399431, Time Elapsed=563:20
Iter=849, Training Loss=3.531708, Validation Loss=3.399431, Time Elapsed=563:22
Iter=850, Training Loss=3.045304, Validation Loss=3.399431, Time Elapsed=563:24
Iter=851, Training Loss=3.605053, Validation Loss=3.413673, Time Elapsed=563:29
Iter=852, Training Loss=3.455112, Validation Loss=3.413673, Time Elapsed=563:31
Iter=853, Training Loss=2.919195, Validation Loss=3.413673, Time Elapsed=563:33
Iter=854, Training Loss=2.745828, Validation Loss=3.413673, Time Elapsed=563:34
Iter=855, Training Loss=3.256032, Validation Loss=3.413673, Time Elapsed=563:36
Iter=856, Training Loss=3.544435, Validation Loss=3.413673, Time Elapsed=563:38
Iter=857, Training Loss=2.962290, Validation Loss=3.413673, Time Elapsed=563:40
Iter=858, Training Loss=3.171356, Validation Loss=3.413673, Time Elapsed=563:42
Iter=859, Training Loss=3.331860, Validation Loss=3.413673, Time Elapsed=563:44
Iter=860, Training Loss=3.364608, Validation Loss=3.413673, Time Elapsed=563:46
Iter=861, Training Loss=3.128746, Validation Loss=3.254332, Time Elapsed=563:51
Iter=862, Training Loss=3.372003, Validation Loss=3.254332, Time Elapsed=563:53
Iter=863, Training Loss=2.918946, Validation Loss=3.254332, Time Elapsed=563:55
Iter=864, Training Loss=3.308714, Validation Loss=3.254332, Time Elapsed=563:57
Iter=865, Training Loss=3.235906, Validation Loss=3.254332, Time Elapsed=563:58
Iter=866, Training Loss=2.892764, Validation Loss=3.254332, Time Elapsed=564:00
Iter=867, Training Loss=3.164009, Validation Loss=3.254332, Time Elapsed=564:02
Iter=868, Training Loss=3.045242, Validation Loss=3.254332, Time Elapsed=564:04
Iter=869, Training Loss=3.067321, Validation Loss=3.254332, Time Elapsed=564:06
Iter=870, Training Loss=3.403344, Validation Loss=3.254332, Time Elapsed=564:08
Iter=871, Training Loss=3.004511, Validation Loss=3.306671, Time Elapsed=564:12
Iter=872, Training Loss=3.637794, Validation Loss=3.306671, Time Elapsed=564:14
Iter=873, Training Loss=3.414171, Validation Loss=3.306671, Time Elapsed=564:16
Iter=874, Training Loss=3.130333, Validation Loss=3.306671, Time Elapsed=564:18
Iter=875, Training Loss=3.773310, Validation Loss=3.306671, Time Elapsed=564:20
Iter=876, Training Loss=3.164126, Validation Loss=3.306671, Time Elapsed=564:22
Iter=877, Training Loss=3.001877, Validation Loss=3.306671, Time Elapsed=564:24
Iter=878, Training Loss=3.049911, Validation Loss=3.306671, Time Elapsed=564:26
Iter=879, Training Loss=3.215340, Validation Loss=3.306671, Time Elapsed=564:28
Iter=880, Training Loss=3.161260, Validation Loss=3.306671, Time Elapsed=564:29
Iter=881, Training Loss=3.307172, Validation Loss=3.448303, Time Elapsed=564:34
Iter=882, Training Loss=3.174459, Validation Loss=3.448303, Time Elapsed=564:36
Iter=883, Training Loss=3.419774, Validation Loss=3.448303, Time Elapsed=564:38
Iter=884, Training Loss=3.407502, Validation Loss=3.448303, Time Elapsed=564:40
Iter=885, Training Loss=3.071048, Validation Loss=3.448303, Time Elapsed=564:42
Iter=886, Training Loss=2.961398, Validation Loss=3.448303, Time Elapsed=564:44
Iter=887, Training Loss=3.104686, Validation Loss=3.448303, Time Elapsed=564:46
Iter=888, Training Loss=3.439555, Validation Loss=3.448303, Time Elapsed=564:48
Iter=889, Training Loss=3.343588, Validation Loss=3.448303, Time Elapsed=564:49
Iter=890, Training Loss=3.019068, Validation Loss=3.448303, Time Elapsed=564:51
Iter=891, Training Loss=3.188741, Validation Loss=3.404769, Time Elapsed=564:56
Iter=892, Training Loss=3.217848, Validation Loss=3.404769, Time Elapsed=564:58
Iter=893, Training Loss=3.535201, Validation Loss=3.404769, Time Elapsed=565:00
Iter=894, Training Loss=3.316873, Validation Loss=3.404769, Time Elapsed=565:02
Iter=895, Training Loss=3.370975, Validation Loss=3.404769, Time Elapsed=565:04
Iter=896, Training Loss=3.047836, Validation Loss=3.404769, Time Elapsed=565:05
Iter=897, Training Loss=3.177669, Validation Loss=3.404769, Time Elapsed=565:07
Iter=898, Training Loss=2.979245, Validation Loss=3.404769, Time Elapsed=565:09
Iter=899, Training Loss=3.016691, Validation Loss=3.404769, Time Elapsed=565:11
Iter=900, Training Loss=3.013134, Validation Loss=3.404769, Time Elapsed=565:13
Iter=901, Training Loss=3.074694, Validation Loss=3.442660, Time Elapsed=565:18
Iter=902, Training Loss=2.952225, Validation Loss=3.442660, Time Elapsed=565:19
Iter=903, Training Loss=3.614256, Validation Loss=3.442660, Time Elapsed=565:21
Iter=904, Training Loss=3.590680, Validation Loss=3.442660, Time Elapsed=565:23
Iter=905, Training Loss=2.805024, Validation Loss=3.442660, Time Elapsed=565:25
Iter=906, Training Loss=2.909903, Validation Loss=3.442660, Time Elapsed=565:26
Iter=907, Training Loss=3.058473, Validation Loss=3.442660, Time Elapsed=565:28
Iter=908, Training Loss=3.376029, Validation Loss=3.442660, Time Elapsed=565:30
Iter=909, Training Loss=2.907586, Validation Loss=3.442660, Time Elapsed=565:31
Iter=910, Training Loss=3.063625, Validation Loss=3.442660, Time Elapsed=565:33
Iter=911, Training Loss=3.170985, Validation Loss=3.404398, Time Elapsed=565:38
Iter=912, Training Loss=2.940831, Validation Loss=3.404398, Time Elapsed=565:39
